epoch,discriminator_loss,generator_loss,avg_g_grad,avg_d_grad
0,0.7997195720672607,1.2750718593597412,1.8617274052366068,2.147448802834075
1,0.8699436187744141,1.4089878797531128,1.7757260089716318,3.3303068899164647
2,1.193382978439331,1.6767905950546265,2.2795078689002306,6.955766841163719
3,1.2068095207214355,1.330999732017517,2.2289465214146027,8.742290558762388
4,0.7454974055290222,1.818381667137146,2.8733497181150462,6.182639462335644
5,1.2415714263916016,2.466116428375244,4.10654315379302,8.799907140732515
6,1.136606216430664,1.3426964282989502,2.617690300590032,7.438375371951951
7,0.9629184007644653,1.6832317113876343,2.905232846574757,9.412333823621767
8,1.1681090593338013,1.7005900144577026,3.4613582123876165,12.108415888528791
9,1.1400034427642822,1.5136109590530396,3.1769350729098877,12.89022392853779
10,1.1719229221343994,1.14169180393219,2.744278330399879,15.047371383656547
11,1.152477741241455,1.2272976636886597,3.220359827120806,13.828849130382844
12,1.1646144390106201,1.3579158782958984,3.174326891881543,15.89597515304734
13,1.094589352607727,1.458953857421875,2.962026986517402,14.87841815847961
14,1.3953542709350586,1.4081149101257324,3.0983811025159023,12.348729902322374
15,1.203927755355835,1.3237812519073486,2.786417533436852,23.129998187184633
16,1.152116298675537,1.304912805557251,3.2354250395574464,20.23068385656684
17,1.177586555480957,1.4679447412490845,2.874801507507639,19.35589487599634
18,1.4660547971725464,1.2731281518936157,2.7625154347837637,19.223736469815865
19,1.1819534301757812,2.04386568069458,5.489940764312684,27.157009995106137
20,1.3149689435958862,1.349133849143982,4.412683215599656,27.48785678323063
21,1.234126091003418,1.1210030317306519,2.6779168300661764,20.7140215848965
22,1.3129254579544067,1.096659541130066,2.1706548806148667,24.048008259289645
23,1.1542887687683105,1.4455833435058594,3.0512151866204915,26.201904918940134
24,1.2949755191802979,1.0878512859344482,2.609002068018992,23.927021695036952
25,1.1080095767974854,1.1737216711044312,2.7310538152963137,25.89748006515416
26,1.2305793762207031,1.1907895803451538,2.5323324097916458,26.12083592765282
27,1.3940106630325317,1.4026511907577515,3.61979412075433,31.13110748715459
28,1.4096752405166626,1.335673451423645,2.8241284017805075,23.15302506271473
29,1.2764229774475098,1.2243045568466187,2.8527115524347715,24.09054610446424
30,1.111830472946167,1.2100814580917358,3.5041551154075075,26.924823701736116
31,1.1265630722045898,1.3651384115219116,3.3356967734358727,28.874363093207847
32,1.205661416053772,1.2135403156280518,2.665998113629986,27.931883919742177
33,1.1645578145980835,1.2326961755752563,2.5089150428731943,23.376336597490223
34,1.1120424270629883,1.678133249282837,3.565495289587671,30.424422795777126
35,1.187988519668579,1.239406704902649,2.548215541703154,21.922834242898702
36,1.0601575374603271,1.1631529331207275,3.2208915887209906,29.339496889082362
37,1.1245476007461548,1.3482226133346558,3.0531925829546016,27.94696832710873
38,1.1064316034317017,1.5875580310821533,3.069081789830152,28.498344574798416
39,1.2839014530181885,1.2132447957992554,2.878372244837517,29.94330712596182
40,1.3125760555267334,1.5105178356170654,3.5545496738628137,26.74921637858601
41,1.0888901948928833,1.78173828125,3.734610752368913,33.06507003817004
42,1.2335401773452759,1.1668986082077026,3.1804853249133713,28.015097578896203
43,1.3493659496307373,1.4971952438354492,3.541602734496749,29.665751067581695
44,1.3177034854888916,1.513385534286499,3.80802369345084,38.363426967843
45,1.2142889499664307,1.2730185985565186,3.364111206917596,33.69482861666132
46,1.3121134042739868,1.4433956146240234,3.795905110331742,35.316310054797924
47,1.101344108581543,1.1191896200180054,2.337090230874301,31.833071501233146
48,1.3811243772506714,1.1830610036849976,3.8617471072360496,33.506907021817405
49,1.1001083850860596,1.4186815023422241,2.7765669029511937,34.322496786948975
50,1.2527443170547485,1.2335903644561768,3.139261228957351,32.87417027059124
51,1.3450711965560913,0.9052858352661133,2.247718750261057,32.89555874884649
52,1.1570028066635132,1.4839200973510742,3.4280258944238056,28.555015030405432
53,1.2212648391723633,1.1368054151535034,2.7668339918940896,34.00571280483186
54,1.2074376344680786,1.3097463846206665,2.5177504293568957,36.55062557737837
55,1.1109791994094849,1.4481121301651,2.889249481014726,36.61137211203279
56,1.2415430545806885,1.2582679986953735,3.297319712236361,32.10036564362264
57,1.1252492666244507,1.0869215726852417,2.200616769113257,30.590303192841713
58,1.2200146913528442,1.3687809705734253,3.3575160541129674,37.61764700938004
59,1.4707465171813965,1.362931251525879,3.730096983517796,36.26055745786188
60,1.1742825508117676,1.468277931213379,3.834581319201925,38.79897182534009
61,1.2631738185882568,1.7241365909576416,3.799497150451934,43.58696430875796
62,1.2813314199447632,1.4049978256225586,3.4735616425292317,36.240715079631066
63,1.3534653186798096,1.1923221349716187,3.3298994592671125,28.822029879355433
64,1.1361029148101807,1.3322362899780273,3.6611825068498223,37.876096471221146
65,1.1947895288467407,1.319686770439148,3.1159025920893235,35.84502673042196
66,1.2870333194732666,1.272959589958191,2.27937595406134,36.40594912766242
67,1.3803778886795044,1.7447891235351562,3.7620730461882603,41.95322266664823
68,1.2138502597808838,1.383171558380127,3.3660242899921653,38.16040300049737
69,1.2710682153701782,1.4801186323165894,4.375764489038715,42.165492221897594
70,1.1733248233795166,1.2005940675735474,2.423738769783579,30.02375506733626
71,1.2936574220657349,1.695862054824829,4.573264839014106,38.33794309331195
72,1.1276347637176514,1.2763553857803345,3.1885035754573416,42.90844850577233
73,1.1328328847885132,1.465268611907959,3.252089047338046,40.67378038039058
74,1.0860872268676758,1.1947466135025024,3.218901890780855,34.42267319713098
75,1.3272950649261475,1.1826499700546265,3.4823176980380075,31.65552291759072
76,1.19136381149292,1.203381896018982,3.798517032237996,34.48078643174471
77,1.298595666885376,1.1167011260986328,3.3259534957852255,36.96997490703854
78,1.0929919481277466,1.559545636177063,3.7198389428860104,39.26676838890312
79,1.192082405090332,1.1525684595108032,3.40046172102595,36.830038236449575
80,1.153906226158142,1.4185312986373901,3.7974296370735603,47.50328424111012
81,1.2895046472549438,1.4996111392974854,3.134365150750443,44.96952825409812
82,1.3265291452407837,1.3932478427886963,3.129181898919941,35.430758895616265
83,1.2192062139511108,1.1637589931488037,3.211850705228292,42.888699742238906
84,1.2796807289123535,1.1663154363632202,2.694208659451824,42.71845363235726
85,1.0782915353775024,1.455466628074646,3.6025152739899444,41.897975142147615
86,1.1214451789855957,1.3029953241348267,3.483643875762477,32.18906590320156
87,1.2834174633026123,1.1934503316879272,2.810371701915798,41.84799933213823
88,1.0822317600250244,1.3421077728271484,3.048608307796477,40.163442930784214
89,1.1288843154907227,1.3790758848190308,3.6922373910015605,38.283258387223306
90,1.2227869033813477,1.2180479764938354,3.238880330084607,39.35625518749428
91,1.2742866277694702,1.3142216205596924,3.015026589343138,35.75251610527413
92,1.2948890924453735,1.0164291858673096,2.37538419203224,37.37311897025377
93,1.0458053350448608,1.289541482925415,3.301877625040342,41.60046105253604
94,1.2348783016204834,1.1609967947006226,2.7926039262919535,43.38922210754309
95,1.0462024211883545,1.5876121520996094,4.234142521893773,43.43038687231678
96,1.1484614610671997,1.3185828924179077,3.7392213696848025,42.370019310023025
97,1.2988401651382446,1.4311054944992065,3.4471895931128302,34.95158784128809
98,1.169719934463501,1.3727489709854126,3.574978556280227,32.20749216899435
99,1.3553950786590576,1.3278696537017822,2.883109019671896,42.266495353021085
100,1.2802321910858154,1.5016618967056274,3.600521399237153,42.17601657427604
101,1.1491682529449463,1.3833510875701904,3.1635854841227893,41.467632032904795
102,1.374414086341858,1.224042296409607,3.7208909465336597,39.129946079772715
103,1.1940274238586426,1.3233776092529297,3.653707592858026,45.4192107250416
104,1.126389980316162,1.2748863697052002,2.780852180314606,37.15474961240934
105,1.1849441528320312,1.2394293546676636,2.5444329820488694,49.71548131963214
106,1.1500581502914429,1.2307604551315308,3.212080532301323,40.17404416135373
107,1.319565773010254,1.1717889308929443,3.1126937734519644,34.14809191759382
108,1.2159030437469482,1.1635316610336304,3.5624920886597673,45.1000386934623
109,1.2527638673782349,1.5509772300720215,4.596751054298972,41.22637667190528
110,1.0996700525283813,1.6028003692626953,4.401464550921583,40.4365686712379
111,1.1688610315322876,1.16068696975708,2.447925640398592,41.41311501248426
112,1.1553654670715332,1.534789800643921,3.6066099085261105,39.19470539983407
113,1.0876200199127197,1.5425711870193481,4.098721968586303,50.227931458722644
114,1.197156548500061,1.3860868215560913,2.8556898847259995,48.849684832249416
115,1.1030852794647217,1.5496629476547241,3.995141259983085,52.50898912728992
116,1.029502034187317,1.249386191368103,3.566034367201529,43.39158728803199
117,1.1422770023345947,1.4828282594680786,4.06063122304315,39.7242518808793
118,1.0726319551467896,1.2906094789505005,3.813803779902411,32.19091825096977
119,1.072399616241455,1.2786178588867188,3.514605930279368,38.097007884336705
120,1.1066789627075195,1.6641746759414673,4.000379062660657,35.87465809302033
121,1.058300256729126,1.2717183828353882,3.329160305015221,37.54340051368601
122,1.2104109525680542,1.1627869606018066,2.593594818338043,46.725158919108985
123,1.066528558731079,1.3634271621704102,3.294281680142181,50.491639180595264
124,1.103113055229187,1.1926132440567017,2.9154905722220557,42.503303782641986
125,1.2750890254974365,1.2692092657089233,3.8070404626004186,41.62526896847558
126,1.1708884239196777,1.5442177057266235,4.234052082774551,36.7596039664098
127,1.0361522436141968,1.2586623430252075,3.2609006232390643,37.80307084806059
128,1.0206665992736816,1.794430136680603,4.5291085748932565,44.05153141043982
129,0.9054439663887024,1.7402362823486328,4.0504923751076305,48.91016479679469
130,1.104257583618164,1.5260623693466187,3.581627074326503,47.80916164861233
131,1.2152562141418457,1.461916208267212,3.7519351447205094,47.133157145322684
132,1.0643761157989502,1.4683789014816284,4.295329945688376,47.13948676891596
133,1.0227800607681274,1.199976921081543,3.2630980666194542,39.59310099103729
134,1.1367206573486328,1.676875114440918,4.884424955806215,43.43950372778975
135,1.0078394412994385,1.5413118600845337,4.913655238617987,41.60742936592154
136,1.1660857200622559,1.4660433530807495,4.794892252794247,46.99040690267412
137,1.0705467462539673,1.4292186498641968,3.601440655378804,54.8509724649667
138,1.1320717334747314,1.3588581085205078,3.6557193432833905,49.643436412288075
139,0.9329483509063721,1.7152814865112305,4.685558646424793,49.12679771174341
140,1.1806551218032837,1.5171128511428833,3.525921297652083,58.48751069406505
141,1.0527641773223877,1.4114073514938354,3.761654374079629,42.75767207713694
142,1.0402005910873413,1.52802312374115,4.0714982431913525,40.478911547788336
143,1.249898076057434,2.354419469833374,6.9627686649505485,52.815710009712326
144,1.1700160503387451,1.299747347831726,3.4981968918261788,47.14890121439976
145,1.0155601501464844,1.3241636753082275,3.7529511751540574,35.63833608848954
146,1.1319706439971924,1.521566390991211,4.2496854214587545,49.72551139230006
147,1.0926506519317627,1.6717623472213745,3.7089383305160672,46.928090579593864
148,1.0628306865692139,1.6694080829620361,4.573041625156006,56.57331372445742
149,0.9820873737335205,1.4168246984481812,3.8412636727254514,39.095807381597155
150,1.0404130220413208,1.3244946002960205,2.855550221449443,38.718049989822106
151,1.106005072593689,1.459000587463379,3.5788059085491777,43.46592217091117
152,1.0188604593276978,1.625878930091858,4.876759628572222,46.76624418770037
153,0.9949820041656494,1.740351915359497,4.583786227015226,53.585286788904526
154,1.047418475151062,1.8826149702072144,5.267080380395826,61.403157092976656
155,1.142570972442627,1.3314428329467773,3.581512177250268,41.05125487514331
156,1.0823742151260376,1.3641611337661743,3.7188933071511787,49.77723352885374
157,1.2757618427276611,1.4982590675354004,3.51784162868658,52.40477459506239
158,1.0699037313461304,1.936147689819336,4.349095284140835,43.68924621029594
159,1.1344537734985352,1.74718177318573,4.614813984681851,48.65547729806172
160,1.3337030410766602,1.401781678199768,5.158947929056448,46.69719539110784
161,1.1105819940567017,1.4118938446044922,3.977032448789191,45.19594664709838
