Epoch,Discriminator Loss,Generator Loss
0,1.4408695697784424,0.857766330242157
1,1.3597664833068848,0.8797022104263306
2,1.3505115509033203,0.7148563265800476
3,1.387410283088684,0.7020035982131958
4,1.3581581115722656,0.7813690304756165
5,1.4044036865234375,0.8434984087944031
6,1.3289666175842285,0.8186234831809998
7,1.3495829105377197,0.7367703318595886
8,1.413971185684204,1.0583374500274658
9,1.3421533107757568,0.8455532193183899
10,1.2148951292037964,1.000949740409851
11,1.24863862991333,1.0706359148025513
12,1.3097379207611084,0.897975742816925
13,1.2249857187271118,1.0932990312576294
14,1.4755659103393555,1.1215219497680664
15,1.0906856060028076,1.1579344272613525
16,1.1447381973266602,1.0632375478744507
17,1.361161231994629,1.1973862648010254
18,1.1376886367797852,1.2934263944625854
19,1.155786156654358,1.152849555015564
20,1.1249961853027344,1.2465906143188477
21,1.219558596611023,1.5009652376174927
22,1.2861542701721191,1.0752958059310913
23,1.0989701747894287,1.2140361070632935
24,1.2464004755020142,1.0277795791625977
25,1.2324554920196533,0.9952956438064575
26,1.1762526035308838,1.1854032278060913
27,1.229987621307373,1.1026304960250854
28,1.0970368385314941,1.034897804260254
29,1.4019436836242676,1.033587098121643
30,1.3044142723083496,1.111831784248352
31,1.3993676900863647,0.817449688911438
32,1.181647539138794,0.9709340333938599
33,1.301612377166748,0.8648567199707031
34,1.1706430912017822,1.0236663818359375
35,1.2384364604949951,1.0812290906906128
36,1.2674880027770996,1.031362771987915
37,1.1685729026794434,1.006787896156311
38,1.2031292915344238,1.0415277481079102
39,1.122760534286499,1.0252766609191895
40,1.1629984378814697,1.199695110321045
41,1.1467148065567017,1.0434691905975342
42,1.2244343757629395,1.1073893308639526
43,1.228030800819397,1.0083789825439453
44,1.1885353326797485,0.9484158754348755
45,1.2647631168365479,1.4672402143478394
46,1.235337734222412,0.8875698447227478
47,1.1286686658859253,0.9585884213447571
48,1.2164580821990967,0.9457660913467407
49,1.1504790782928467,1.045392394065857
50,1.1991130113601685,0.9957126975059509
51,1.2351436614990234,0.9778264164924622
52,1.2377148866653442,0.9329144358634949
53,1.212778091430664,0.9885468482971191
54,1.1760481595993042,1.1382097005844116
55,1.2135710716247559,0.8808140158653259
56,1.2270381450653076,0.8363713622093201
57,1.1784220933914185,0.9190050363540649
58,1.24712073802948,1.1188019514083862
59,1.213287115097046,0.7857376337051392
60,1.2166574001312256,0.9868152737617493
61,1.2423481941223145,0.8365612030029297
62,1.2007290124893188,0.9896712303161621
63,1.2149498462677002,0.9433559775352478
64,1.3006675243377686,0.9239813685417175
65,1.271286964416504,0.8332687616348267
66,1.2090308666229248,1.0048344135284424
67,1.2472691535949707,0.9191910028457642
68,1.2500157356262207,0.9979185461997986
69,1.2339816093444824,0.8942350745201111
70,1.2237011194229126,0.8581388592720032
71,1.2222524881362915,0.9193353652954102
72,1.2601500749588013,0.8802586793899536
73,1.228792667388916,0.9763509631156921
74,1.2528685331344604,0.9790613055229187
75,1.2666999101638794,1.0732530355453491
76,1.2622365951538086,0.8664623498916626
77,1.2207750082015991,1.0899324417114258
78,1.2340868711471558,0.8153370022773743
79,1.214163899421692,0.9380144476890564
80,1.2377002239227295,0.8805598616600037
81,1.207884669303894,0.909863293170929
82,1.2019479274749756,1.1229689121246338
83,1.228590965270996,1.098056435585022
84,1.2141962051391602,1.0107685327529907
85,1.226041316986084,0.8348758816719055
86,1.1713930368423462,0.9210586547851562
87,1.213909387588501,0.8188965916633606
88,1.2267168760299683,0.9770938754081726
89,1.2122633457183838,0.8608717918395996
90,1.251528263092041,1.0271739959716797
91,1.195981502532959,0.9764162302017212
92,1.2511754035949707,1.030896544456482
93,1.2691335678100586,0.923557460308075
94,1.2133922576904297,0.8649385571479797
95,1.2361931800842285,0.8053321838378906
